Country,Sub-sector,Name of the Plant,,Location,Status ( Whether Operational or Not),Capacity ( in MW),Operator,Owner,Latitude,Longitude,Link
,HydroEnergy,Tedzani Falls hydroelectric plant,,Neno,operating,121,,Electricity Generation Co (Malawi) Ltd [100%],-15.5598,34.7765,https://www.gem.wiki/Tedzani_Falls_hydroelectric_plant
,Wind Energy,Mzimba (Nthundwa Village) wind farm,,Nthundwa Village,announced,150,,Cresco; Hafnia Wind; Wind & Solar,-11.8934,33.5888,https://www.gem.wiki/Mzimba_(Nthundwa_Village)_wind_farm
,Wind Energy,Mzimba wind farm,,Chipumulo,pre-construction,50,,Frontier Energy II; Droege Energy,-11.8988,33.5843,https://www.gem.wiki/Mzimba_wind_farm
,Solar Energy,Bwengu solar farm,,Ulalo Nyirenda,construction,50,,Quantel Renewable Energy; Frontier Energy; Vidullanka PLC,-11.8988,33.5843,https://www.gem.wiki/Bwengu_solar_farm
,Solar Energy,Dwangwa solar farm,,Dwanga lake,announced,55,,Voltalia SA,-12.3811,34.0694,https://www.gem.wiki/Dwangwa_solar_farm
,Solar Energy,Golomoti solar farm,,Golomoti,operating,20,,InfraCo Africa; JCM Power,-14.4399,34.5994,https://www.gem.wiki/Golomoti_solar_farm
,Solar Energy,Malawi (Elsewedy) solar farm,,,pre-construction,50,,Elsewedy Electric,-13.1904,34.1055,https://www.gem.wiki/Malawi_(Elsewedy)_solar_farm
,Solar Energy,Malawi (Elsewedy) solar farm,,,announced,50,,Elsewedy Electric,-13.1904,34.1055,https://www.gem.wiki/Malawi_(Elsewedy)_solar_farm
,Solar Energy,Monkey Bay solar farm,,Monkey Bay,cancelled,20,,Droege Energy,-14.482,35.2651,https://www.gem.wiki/Monkey_Bay_solar_farm
,Solar Energy,Nkhoma Deka solar farm,,Nkhoma,pre-construction,50,,Renewable Energy Services Africa (RESA); Solarcentury Africa (SOCA),-14.0423,34.1051,https://www.gem.wiki/Nkhoma_Deka_solar_farm
,Solar Energy,Nkhotakota solar farm,,Nkhotakota,operating,21,,responsAbility Renewable Energy Holding (rAREH); Phanes Group,-12.968,34.255,https://www.gem.wiki/Nkhotakota_solar_farm
,Solar Energy,Salima solar farm,,Kanzimbe,operating,60,,Matswani; InfraCo Africa; JCM Power,-13.7135,34.3269,https://www.gem.wiki/Salima_solar_farm
,Solar Energy,Walkers Ferry solar farm,,Walkers Ferry,pre-construction,30,,Blantyre Water Board,-15.5283,34.8324,https://www.gem.wiki/Walkers_Ferry_solar_farm
,Solar Energy,Lilongwe solar project,,,operating,1.1,,,-13.7787,33.7817,https://www.gem.wiki/Lilongwe_solar_project
,Solar Energy,Nanjoka (Malawi) solar farm,,Nanjoka,construction,10,,Electricity Generation Company (Malawi) Ltd,-13.821,34.372,https://www.gem.wiki/Nanjoka_(Malawi)_solar_farm
,Solar Energy,Nanjoka (Malawi) solar farm,,Nanjoka,pre-construction,10,,Electricity Generation Company (Malawi) Ltd,-13.821,34.372,https://www.gem.wiki/Nanjoka_(Malawi)_solar_farm
,,,,,,,,,,,
Eswatini,Bioenergy,Simunye Sugar Cogeneration power station,,Lubombo,operating,30,,Royal Eswatini Sugar Corp Ltd [100%],-26.1766,31.9079,https://www.gem.wiki/Simunye_Sugar_Cogeneration_power_station
,Bioenergy,Ubombo Sugar Mill power station,,Lubombo,operating,40,,Ubombo Sugar Ltd [100%],-26.7756,31.9386,https://www.gem.wiki/Ubombo_Sugar_Mill_power_station
,Bioenergy,Usutu power station,,Manzini Region,shelved - inferred 2 y,35,,Montigny [100%],-26.5317,31.0081,https://www.gem.wiki/Usutu_power_station
,HydroEnergy,Ngwempisi River hydroelectric plant,,Manzini Region,announced,120,,Eswatini Electricity Co,-26.6914,31.1719,https://www.gem.wiki/Ngwempisi_River_hydroelectric_plant
,Solar Energy,Edwaleni solar farm,,Edwaleni,pre-construction,100,,Frazium Energy Pty Ltd,-26.5272,31.1882,https://www.gem.wiki/Edwaleni_solar_farm
,Solar Energy,Eswatini solar farms,,,pre-construction,25,,,-26.4083,31.5499,https://www.gem.wiki/Eswatini_solar_farms
,Solar Energy,Ngwenya (Africa Clean Energy Development) solar farm,,Ngwenya,pre-construction,20,,Africa Clean Energy Development,-26.2251,31.0207,https://www.gem.wiki/Ngwenya_(Africa_Clean_Energy_Development)_solar_farm
,Solar Energy,Balekane solar farm,,,pre-construction,15,,Globeleq Generation Ltd,-26.0274,31.5047,https://www.gem.wiki/Balekane_solar_farm
,Solar Energy,Inkhundla Siphofaneni solar project,,Lubombo,operating,2.3,,,-26.7353,31.7662,https://www.gem.wiki/Inkhundla_Siphofaneni_solar_project
,Solar Energy,Lavumisa solar farm,,,operating,10,,Eswatini Electricity Company,-27.1138,31.7246,https://www.gem.wiki/Lavumisa_solar_farm
,Solar Energy,Manzini Inkhundla Manzini solar project,,Manzini Region,operating,1.1,,,-26.5012,31.3617,https://www.gem.wiki/Manzini_Inkhundla_Manzini_solar_project
,Solar Energy,Ngwenya (Globeleq) solar farm,,,pre-construction,15,,Globeleq Generation Ltd,-26.226,31.0215,https://www.gem.wiki/Ngwenya_(Globeleq)_solar_farm
,,,,,,,,,,,
Niger,HydroEnergy,Kandadji hydroelectric plant,,Tillabéri,mothballed,130,,,14.6758,0.936,https://www.gem.wiki/Kandadji_hydroelectric_plant
,Wind Energy,Tarka wind farm,,Tahoua Region,announced,250,,,14.9531,5.0184,https://www.gem.wiki/Tarka_wind_farm
,Solar Energy,Gorou Banda solar farm,,Gorou Banda,operating,30,,Sogecom; Akuo Energy,13.428,2.133,https://www.gem.wiki/Gorou_Banda_solar_farm
,Solar Energy,Guéssélbodi solar farm,,Guéssélbodi,shelved - inferred 2 y,30,,,14.206,1.4529,https://www.gem.wiki/Guéssélbodi_solar_farm
,Solar Energy,Maradi (Savannah Energy) solar farm,,Maradi,announced,100,,Savannah Energy PLC,13.4947,7.0945,https://www.gem.wiki/Maradi_(Savannah_Energy)_solar_farm
,Solar Energy,Maradi solar farm,,,announced,20,,,13.5236,7.1681,https://www.gem.wiki/Maradi_solar_farm
,Solar Energy,Niger (NTPC) solar farm,,,announced,50,,NTPC Ltd,16.808,9.9986,https://www.gem.wiki/Niger_(NTPC)_solar_farm
,Solar Energy,Zinder solar farm,,Zinder,announced,100,,Savannah Energy PLC,13.8086,8.9827,https://www.gem.wiki/Zinder_solar_farm
,Solar Energy,Bilma solar project,,Bilma,operating,2.3,,,18.9993,12.8835,https://www.gem.wiki/Bilma_solar_project
,Solar Energy,Diffa solar farm,,,announced,10,,,13.7396,12.624,https://www.gem.wiki/Diffa_solar_farm
,Solar Energy,Dogondoutchi solar project,,Dogondoutchi,operating,2,,,13.2408,4.0966,https://www.gem.wiki/Dogondoutchi_solar_project
,Solar Energy,Dosso solar plant,,,pre-construction,10,,,13.0485,3.2014,https://www.gem.wiki/Dosso_solar_plant
,Solar Energy,Kéita solar project,,Kéita,operating,2.5,,,15.0545,5.7637,https://www.gem.wiki/Kéita_solar_project
,Solar Energy,Malbaza solar project,,,operating,6,,,13.9551,5.5106,https://www.gem.wiki/Malbaza_solar_project
,,,,,,,,,,,
Liberia,HydroEnergy,Mount Coffee hydroelectric plant,,Careysburg,operating,88,,Liberia Electricity CORP (LEC) [100%],6.5064,-10.6503,https://www.gem.wiki/Mount_Coffee_hydroelectric_plant
,HydroEnergy,St John River hydroelectric plant,,Grand Bassa,pre-construction,120,,,6.499,-9.5016,https://www.gem.wiki/St_John_River_hydroelectric_plant
,Solar Energy,Liberia (SCATEC) solar farm,,,announced,20,,Scatec ASA,6.6442,-9.3248,https://www.gem.wiki/Liberia_(SCATEC)_solar_farm
,Solar Energy,Mount Coffee solar farm,,Montserrado County,construction,20,,Gigawatt Global,6.4745,-10.6482,https://www.gem.wiki/Mount_Coffee_solar_farm
,Solar Energy,Mount Coffee solar farm,,Montserrado County,announced,40,,,6.4745,-10.6482,https://www.gem.wiki/Mount_Coffee_solar_farm
,Solar Energy,Roberts International Airport solar farm,,Monrovia,announced,15,,,6.2394,-10.3589,https://www.gem.wiki/Roberts_International_Airport_solar_farm
,,,,,,,,,,,
Comoros,Solar Energy,Anjouan solar project,,,operating,2.6,,,-12.2794,44.4039,https://www.gem.wiki/Anjouan_solar_project
,Solar Energy,Union of Comoros solar farm,,Anjouan,shelved - inferred 2 y,2.5,,TUGLIQ Energy,-12.2313,44.4482,https://www.gem.wiki/Union_of_Comoros_solar_farm
,Solar Energy,Union of Comoros solar farm,,Anjouan,shelved - inferred 2 y,2,,TUGLIQ Energy,-12.2313,44.4482,https://www.gem.wiki/Union_of_Comoros_solar_farm
,Solar Energy,Union of Comoros solar farm,,Ngazidja,shelved - inferred 2 y,2.8,,TUGLIQ Energy,-11.7048,43.3292,https://www.gem.wiki/Union_of_Comoros_solar_farm
,Solar Energy,Union of Comoros solar farm,,Ngazidja,shelved - inferred 2 y,2.8,,TUGLIQ Energy,-11.7048,43.3292,https://www.gem.wiki/Union_of_Comoros_solar_farm
,,,,,,,,,,,
Mali,Bioenergy,Bamako Waste to Energy power station,,Bamako,shelved - inferred 2 y,40,,,12.599,-8.001,https://www.gem.wiki/Bamako_Waste_to_Energy_power_station
,HydroEnergy,Felou hydroelectric plant,,Kayes,operating,62,,Organisation pour la mise en valeur du fleuve Sénégal,14.3582,-11.3492,https://www.gem.wiki/Felou_hydroelectric_plant
,HydroEnergy,Gouina hydroelectric plant,,Kayes,operating,140,,Organisation pour la mise en valeur du fleuve Sénégal [100%],14.013,-11.099,https://www.gem.wiki/Gouina_hydroelectric_plant
,HydroEnergy,Manantali hydroelectric plant,,Kayes,operating,200,,,13.1955,-10.4292,https://www.gem.wiki/Manantali_hydroelectric_plant
,HydroEnergy,Selingue hydroelectric plant,,Sikasso Region,operating,48,,Energie du Mali,11.6384,-8.2293,https://www.gem.wiki/Selingue_hydroelectric_plant
,Wind Energy,Kayes Botéguékourou wind farm,,Kayes,pre-construction,151.2,,Rencore,14.4378,-11.4588,https://www.gem.wiki/Kayes_Botéguékourou_wind_farm
,Solar Energy ,Akuo Kita solar farm,,Kita,operating,50,Akuo Kita Solar,Akuo Energy,13.0287,-9.5178,https://www.gem.wiki/Akuo_Kita_solar_farm
,Solar Energy ,Amea Kati solar farm,,Tiakadougou-Dialakoro,pre-construction,50,AMEA Power,AMEA Power,11.7141,-8.1615,https://www.gem.wiki/Amea_Kati_solar_farm
,Solar Energy ,Amea Kati solar farm,,Tiakadougou-Dialakoro,announced,50,,,11.7141,-8.1615,https://www.gem.wiki/Amea_Kati_solar_farm
,Solar Energy ,Bougouni solar park,,Bougouni,announced,100,,NovaWind,11.4125,-7.4677,https://www.gem.wiki/Bougouni_solar_park
,Solar Energy ,Diéma solar farm,,Diéma,shelved - inferred 2 y,100,Pal 4 Énergie Solaire,Mali Ministry of Energy and Water,14.5418,-9.1913,https://www.gem.wiki/Diéma_solar_farm
,Solar Energy ,Fana solar farm,,Bamako,announced,50,Legendre Energie,Legendre Energie,12.6122,-7.9962,https://www.gem.wiki/Fana_solar_farm
,Solar Energy ,Fekola Gold Mine solar farm,,,operating,30,B2Gold,BayWa R.E. AG; Suntrace,13.078,-11.395,https://www.gem.wiki/Fekola_Gold_Mine_solar_farm
,Solar Energy ,Kourouba Solar Park,,,announced,33,,,12.0112,-8.2877,https://www.gem.wiki/Kourouba_Solar_Park
,Solar Energy ,Loulo-Gounkoto complex solar farm,,,operating,20,,Barrick Gold Corp,12.8244,-11.1987,https://www.gem.wiki/Loulo-Gounkoto_complex_solar_farm
,Solar Energy ,Loulo-Gounkoto complex solar farm,,,operating,40,,Barrick Gold Corp,12.8244,-11.1987,https://www.gem.wiki/Loulo-Gounkoto_complex_solar_farm
,Solar Energy ,NTPC solar farm,,,announced,500,,,16.6762,-1.8602,https://www.gem.wiki/NTPC_solar_farm
,Solar Energy ,Orange Kati solar farm,,,shelved - inferred 2 y,25,,Energie du Mali; Orange Mali,12.7556,-8.073,https://www.gem.wiki/Orange_Kati_solar_farm
,Solar Energy ,Safo solar power plant,,Safo,construction,100,,,12.765,-7.927,https://www.gem.wiki/Safo_solar_power_plant
,Solar Energy ,Sanankoroba 140MW solar farm,,Sanankoroba,announced,160,,NovaWind,12.4071,-7.9404,https://www.gem.wiki/Sanankoroba_140MW_solar_farm
,Solar Energy ,Sanankoroba 200MW solar farm,,Sanankoroba,construction,200,,NovaWind,12.4024,-7.9457,https://www.gem.wiki/Sanankoroba_200MW_solar_farm
,Solar Energy ,Segou solar farm,,Pélengana,pre-construction,33,Scatec,IFC InfraVentures; Scatec ASA; Africa Power,13.4187,-6.2176,https://www.gem.wiki/Segou_solar_farm
,Solar Energy ,Sikasso solar farm,,Sikasso,shelved - inferred 2 y,30,PowerPro,PowerPro,11.3162,-5.6622,https://www.gem.wiki/Sikasso_solar_farm
,Solar Energy ,Sikasso solar farm,,,shelved - inferred 2 y,20,PowerPro,PowerPro,11.3162,-5.6622,https://www.gem.wiki/Sikasso_solar_farm
,Solar Energy ,Syama Hybrid solar farm,,,cancelled - inferred 4 y,20,Aggreko,Resolute Mining,10.7938,-6.0699,https://www.gem.wiki/Syama_Hybrid_solar_farm
,Solar Energy ,Touna solar farm,,Touna,shelved - inferred 2 y,93,,Phanes Energy Mali-SA,13.1159,-5.8328,https://www.gem.wiki/Touna_solar_farm
,Solar Energy ,Ansongo Ansongo Cercle solar project,,Gao,operating,1.3,,,15.6498,0.5051,https://www.gem.wiki/Ansongo_Ansongo_Cercle_solar_project
,Solar Energy ,Kéniéba solar project,,Kayes,operating,1.1,,,12.8713,-11.2303,https://www.gem.wiki/Kéniéba_solar_project
,Solar Energy ,Nara Nara Cercle solar project,,Koulikoro,operating,1.2,,,15.1677,-7.3078,https://www.gem.wiki/Nara_Nara_Cercle_solar_project
,,,,,,,,,,,
Equatorial Guinea,HydroEnergy,Djibloho hydroelectric plant,,Centro Sur,operating,120,,Ministry of Mines Industry and Energy [100%],1.6332,10.5906,https://www.gem.wiki/Djibloho_hydroelectric_plant
,HydroEnergy,Sendje hydroelectric plant,,Litoral Province,construction,200,,Government of Equatorial Guinea,1.5924,9.7586,https://www.gem.wiki/Sendje_hydroelectric_plant
,,,,,,,,,,,
,,,,,,,,,,,
Angola,Solar,Caraculo PV Plant,,Namibe Province,Operational (Phase 1),25 (Phase 1) / 50 (Planned Total),Solenova,Azule Energy & Sonango,-15.05,12.08,"https://www.azule-energy.com/en/energy-portfolio/,"
,Solar,Luena Solar Power Plant,,"Luena, Moxico Province",Operational,25.3,Prodel,"Ministry of energy and water,Angola",-11.7833,20.7833,https://www.aler-renovaveis.org/en/countries/
,Solar,Saurimo PV Plant,,Lunda-Sul,Operational,26.13,Prodel,Angola's government solar program,-9.66,20.39,https://www.aler-renovaveis.org/en/countries/
,Hydropower,Luachimo Dam (Expansion),,Lunda-Norte,Technically Ready,34 (after expansion),ENE,Angola's government,-7.36306,20.84333,"https://www.aler-renovaveis.org/en/countries/,"
,Wind,Nharea Wind Farm,,Bié,Announced,36,n/a,Angola's government,-12.5,16.00,"https://www.power-technology.com/marketdata/nharea-wind-farm-angola/,"
,,,,,,,,,,,
Zimbabwe,Coal,Hwange Thermal Power Station,,Hwange,Operational,"1,520",Zimbabwe Power Company,Zimbabwe Power Company,-18.383,26.483,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Hydro,Kariba South Power Station,,Kariba,Operational,"1,050",Zimbabwe Power Company,Zimbabwe Power Company,-16.519,28.765,"https://openinframap.org/stats/area/Zimbabwe/plants ,"
,Coal,Munyati Power Station,,Munyati,Operational,120,Zimbabwe Power Company,Zimbabwe Power Company,-18.458,29.283,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Coal,Bulawayo Power Station,,Bulawayo,Operational,90,Zimbabwe Power Company,Zimbabwe Power Company,-20.145,28.587,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Coal,Harare Thermal Power Station,,Harare,Operational,50,Zimbabwe Power Company,Zimbabwe Power Company,-17.829,31.052,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Coal,ZhongXin Power Station,,Harare,Operational,50,Zimbabwe Zhongxin Electrical Energy,Zimbabwe Zhongxin Electrical Energy,-17.829,31.052,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Solar,Selous Solar Plant,,Selous,Operational,35,Zimplats,Zimplats,-17.633,30.383,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Solar,Nyabira Solar Plant,,Nyabira,Operational,25,Centragrid,Centragrid,-17.716,30.883,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Solar,Blanket Mine Solar Farm,,Gwanda,Operational,12,Caledonia Mining Corporation,Caledonia Mining Corporation,-20.933,29.017,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Solar,Cross Mabale Solar Plant,,Hwange District,Operational,7.5,Solgas Energy,Solgas Energy,-18.383,26.483,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Solar,Harava Solar Plant Phase 1,,Seke,Operational,6,Harava Solar,Harava Solar,-17.966,31.083,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Solar,Victoria Falls Solar Plant - Phase 1,,Victoria Falls,Operational,5,Power Ventures (Southern Energy),Power Ventures (Southern Energy),-17.931,25.83,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Hydro,Pungwe B Hydroelectric Power Station,,Manicaland,Operational,15,Nyangani Renewable Energy (Pty) Ltd,Nyangani Renewable Energy (Pty) Ltd,-18.983,32.667,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Hydro,Pungwe C Hydroelectric Power Station,,Manicaland,Operational,4.3,Nyangani Renewable Energy (Pty) Ltd,Nyangani Renewable Energy (Pty) Ltd,-18.983,32.667,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Hydro,Hauna Hydroelectric Power Station,,"Hauna, Manicaland",Operational,2.3,Nyangani Renewable Energy,Nyangani Renewable Energy,-18.983,32.667,"https://openinframap.org/stats/area/Zimbabwe/plants,"
,Wind,Plumtree Wind Farm (planned),,"Plumtree, Matabeleland South",Planned,200,Optate Africa (with GE),Optate Africa,-20.483,27.817,"https://www.power-technology.com/news/optate-africa-to-build-200-mw-wind-farm-in-zimbabwe/,"
,,,,,,,,,,,
Botswana,Solar PV,Lesedi Solar Power Plant,,Lobatse,Operational,50,Scatec ASA,Scatec ASA,-24.3900,26.6200,"https://www.pvknowhow.com/news/botswana-solar-energy-renewable-shift/,"
,Coal,Morupule B Power Station,,Palapye,Operational,~600,Botswana Power Corporation,Botswana Power Corporation,-22.522329,27.048833,"https://africa-energy-portal.org/aep/country/botswana,"
,Coal,Morupule A Power Station,,Palapye,Operational (needs refurbishment),~132,Botswana Power Corporation,Botswana Power Corporation,-22.520000,27.036667,"https://www.wavespartnership.org/sites/waves/files/kc/Botswana%20Energy%20Accounts%20Technical%20Report_final.pdf,"
,Solar PV,Phakalane PV Plant,,Gaborone,Operational,1.3,Botswana Power Corporation,Botswana Power Corporation,-24.5530,25.9370,"https://asrjetsjournal.org/index.php/American_Scientific_Journal/article/view/9740,"
,,,,,,,,,,,
Zambia,Hydropower,Kafue Gorge Lower Hydropower,,Kafue Gorge,Operational,750,ZESCO,Government,-15.883,28.1,"https://www.erb.org.zm/wp-content/uploads/files/esr2023.pdf,"
,Hydropower,Kariba North Bank Power Station,,Kariba,Operational,720,ZESCO,Government,-16.516,28.765,"https://www.zda.org.zm/wp-content/uploads/2024/09/ZDA-Energy-Sector-Profile-2024.pdf,"
,Hydropower,Kariba South Bank Power Station,,Kariba,Operational,600,ZESCO,Government,-16.516,28.765,"https://www.zda.org.zm/wp-content/uploads/2024/09/ZDA-Energy-Sector-Profile-2024.pdf,"
,Solar PV,Copperbelt Energy Corporation (CEC) Solar Plant,,Copperbelt Province,Operational,34,CEC,Private,-12.80722,28.23639,"https://www.erb.org.zm/wp-content/uploads/files/esr2023.pdf,"
,Hydro,Lusiwasi Upper Hydro Plant,,Lusiwasi,Operational (partial),15,ZESCO,Government,15.25,28.75,"https://www.erb.org.zm/wp-content/uploads/files/esr2023.pdf,"
,Coal,Maamba Collieries Power Plant,,Maamba,Operational,300,Maamba Collieries,Private,-17.8,26.6,"https://www.zda.org.zm/wp-content/uploads/2024/09/ZDA-Energy-Sector-Profile-2024.pdf,"
,Solar PV,Various Small-Scale Solar Plants,,Nationwide,Operational,~89,Various,Various,varies,varies,"https://www.giz.de/de/downloads/giz2024-en-sector-analysis-zambia-re-and-energy-storage-for-ci.pdf,"
,,,,,,,,,,,
DRC,Hydroelectric,Inga II Power Station,,Congo River,Operational,"1,424",SNEL (Société Nationale d'Électricité),,5.52889°S,13.62056°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Inga I Power Station,,Congo River,Operational,351,SNEL,,5.51694°S,(13.62194°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Nseke Hydroelectric Power Station,,Lualaba River,Operational,260,SNEL,,10.30417°S,25.40667°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Ruzizi II Power Station,,Ruzizi River,Operational,45,SNEL / Regional Partners,,2.85,29.15,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Ruzizi I Power Station,,Ruzizi River,Operational,40,SNEL / Regional Partners,,2.90,29.10,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Rutshuru Hydroelectric Power Station,,Rutshuru,Operational,13.8,SNEL,,1.22583°S,29.46000°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Mutwanga Hydroelectric Power Station,,Mutwanga,Operational,9.4,SNEL,,0.34000°N,29.76000°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Nzilo Hydroelectric Power Station,,Congo River,Operational,100,SNEL,,10.49972°S,25.46250°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo ,"
,Hydroelectric,Mwadingusha Hydroelectric Power Station,,Lufira River,Operational,71,SNEL,,10.74500°S,27.24472°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Hydroelectric,Zongo II Hydroelectric Power Station,,Inkisi River,Operational,150,SNEL,,4.78250°S,14.90611°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Solar,Green Giant Solar Power Station,,Kwango,Planned (2030),"1,000",SkyPower Global,,4.78861°S,16.66778°E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,Solar,Kisangani Solar Power Station,,Tshopo Province,Operational ,40,Tshopo Provincial Administration,,0.54556° N,25.12361° E,"https://en.wikipedia.org/wiki/List_of_power_stations_in_the_Democratic_Republic_of_the_Congo,"
,,,,,,,,,,,
Algeria,Solar PV,Bechar Solar Power Plant,,Bechar Province,Under construction (expected operational 2026),80,Sonelgaz,Government of Algeria,31.6167 N,-2.2167 E,https://www.pvknowhow.com/news/algeria-solar-power-plant-construction-bechar/
,Solar PV,Gara Djebilet Solar Plant,,Gara Djebilet,Planned (2025-2026),200,Sonelgaz,Government of Algeria,22.9000 N,0.0000 E,https://www.agenzianova.com/en/news/Algeria's-new-energy-transition-plan-comes-into-effect/
,Solar PV,Multiple Solar Plants (15 sites),,Various Provinces,Planned (2025-2035),"3,200",Sonelgaz / Various,Government of Algeria,Various,Various,https://www.pvknowhow.com/news/algeria-solar-power-program-launches-3-2-gw/
,Thermal (Combined Cycle),Biskra Combined Cycle Power Plant,,Biskra,Under construction (completion late 2025/early 2026),"1,340",Sonelgaz,Government of Algeria,34.8500 N,5.7300 E,https://www.power-technology.com/data-insights/top-5-thermal-power-plants-in-development-in-algeria/
,Thermal (Combined Cycle),Bellara Power Plant,,Jijel Province,Under construction,362,Sonelgaz,Government of Algeria,36.8000 N,6.1000 E,https://energycapitalpower.com/5-energy-projects-to-watch-in-algeria-in-2025/
,Solar PV,Batmet Solar Plant,,Batmet,Under construction (2024-2025),220,Consortium (Chinese firms),Government of Algeria,33.0000 N,2.5000 E,https://energycapitalpower.com/algerias-strategic-energy-vision-a-roadmap-for-modernization-and-diversification/
,,,,,,,,,,,
Mauritania,Solar,Sheikh Zayed Solar Power Plant,,Nouakchott,Operational,15,Masdar,Masdar (Abu Dhabi),18.0731 N,-15.9582 W,https://africa-energy-portal.org/aep/country/mauritania
,Solar,Eight Rural Solar Plants,,Atar and others,Operational,16.6,Masdar,Masdar,Various,Various,https://africa-energy-portal.org/aep/country/mauritania
,Solar,Zouerat Solar Plant,,Zouérat,Operational,3,Local operators,Local,20.7333 N,-13.0333 W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Mauritania
,Solar,Nouakchott Solar Plant,,Nouakchott,Planned,50,Government / Private,Government,18.0731 N,-15.9582 W,https://www.afdb.org/sites/default/files/2024/08/23/desert-to-power_dtp_mauritania_roadmap_en_oct2020.pdf
,Wind,Boulenouar Wind Power Station,,Boulenouar,Under construction,102.3,Siemens / SOMELEC,Government,21.3044 N,-16.5181 W,https://africa-energy-portal.org/aep/country/mauritania
,Wind,Nouadhibou Wind Power Station,,Nouadhibou,Operational,4.4,SOMELEC and others,Government,20.9333 N,-17.0333 W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Mauritania
,Wind,Nouakchott Wind Power Station,,Nouakchott,Operational,30,Local operators,Government,18.0731 N,-15.9582 W,https://africa-energy-portal.org/aep/country/mauritania
,Thermal (Gas),Nouadhibou Thermal Power Station,,Nouadhibou,Operational,120,SOMELEC & Others,Government,20.9333 N,-17.0333 W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Mauritania
,Thermal (Gas),Madkour Group Natural Gas Plant,,Nouakchott area,Planned (2025),160–180,Madkour Group,Private,Approx. 18.0731 N,Approx. -15.9582 W,https://www.ceotodaymagazine.com/2024/12/madkour-group-to-invest-200m-in-mauritania-natural-gas-power-plant/
,,,,,,,,,,,
Côte d'Ivoire,Natural Gas,Ciprel Power Station,,Abidjan,Operational,455,Ciprel,Ciprel,5.3021° N,-4.0754° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Natural Gas,Azito Power Station,,Abidjan,Operational,430,Azito Energy,Azito Energy,5.3021° N,-4.0754° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Natural Gas,Vridi Power Station,,Abidjan,Operational,100,Société d'Énergie de la Côte d'Ivoire (CI-Energies),Government of Côte d'Ivoire,5.2833° N,-4.0000° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Natural Gas,Atinkou Thermal Power Station,,"Taboth, Jacqueville Dept",Under construction (expected 2024),390,Atinkou,Atinkou,5.2558° N,-4.3289° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Hydroelectric,Soubré Hydroelectric Power Station,,Soubré,Operational,275,CI-Energies,Government of Côte d'Ivoire,5.8025° N,-6.6558° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Hydroelectric,Taabo Dam,,Taabo,Operational,210,CI-Energies,Government of Côte d'Ivoire,6.2106° N,-5.0839° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Solar,Boundiali Solar Power Station,,"Boundiali, Savanes District",Operational (2023),37.5,SOGEPE,SOGEPE,9.5686° N,-6.4767° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
